Referência;Cor;TM;Qtdade;Valor;Total;Acrés.;Desc.;Líquido;Data
REST3002S-BOLSA PRESENTE PAPEL CORES;1-Padrão;Padrão;1;5,9;5,9;0;0,29;5,61;13/03/2026
REST0838-CAMISETA GOLA POLO;18-1664-Fiery Red TC;P;1;89,9;89,9;0;24,25;65,65;14/03/2026
REST0883.1-CAMISA OVER;19-4004-PRETO (Tap Shoe);M;1;159,9;159,9;0;43,13;116,77;14/03/2026
REST0904-BLUSA GOLA LENÇO;19-0000-Raven TC;P;1;95,9;95,9;0;13,99;81,91;14/03/2026
REST0944.2-CALÇA COM ZIPER FRONTAL;19-1526-Dark Red Brown TC;P;1;189,9;189,9;0;57,26;132,64;14/03/2026
REST1001.1-BLUSA MANGA LONGA RECOND. REST0699.1;19-1557-Chili Pepper TC;P;1;99,9;99,9;0;26,94;72,96;14/03/2026
REST1001.2-CALÇA C/ CÓS DE ELÁSTICO RECOND. REST0699.2;19-1557-Chili Pepper TC;M;1;129,9;129,9;0;35,04;94,86;14/03/2026
REST1035.3-CALÇA ALFAIATARIA;18-1048-Monk?s Robe TC;PP;1;179,9;179,9;0;46,27;133,63;14/03/2026
REST1039.3-SHORT- SAIA  LISTRADO;18-0322-Cypress TC;M;1;159,9;159,9;0;39,37;120,53;14/03/2026
REST1060-CAMISA COM BOTÃO JOIA RECONDUÇÃO CSAI250876;11-0601-Bright White TC;M;1;179,9;179,9;0;44,95;134,95;14/03/2026
REST1067.1-BLUSA COM GOLA E AMARRAÇÃO;18-0930-Coffee Lique?r TC;P;1;159,9;159,9;0;35,55;124,35;14/03/2026
REST1067.2-CALÇA RETA COM ELASTICO NO CÓS;18-0930-Coffee Lique?r TC;P;1;159,9;159,9;0;35,55;124,35;14/03/2026
REST1069.1-COLETE ALONGADO BOLSO FAKE;12-0826-Golden Haze TC;PP;1;219,9;219,9;0;66,31;153,59;14/03/2026
REST1077.2-CALÇA COM FRIZO E BOLSOS;19-0000-Raven TC;P;1;159,9;159,9;0;39,37;120,53;14/03/2026
REST1079-SAIA MID COM CINTO;19-0000-Raven TC;M;1;229,9;229,9;0;146,56;83,34;14/03/2026
REST1146.2-SHORT COM DETALHE EM BOLSO;17-1227-Cafe ?au ?lait TC;P;1;139,9;139,9;0;24,54;115,36;14/03/2026
REST1164-BLUSA COM VISTA TRANSPASSADA;19-0000-Raven TC;PP;1;129,9;129,9;0;18,95;110,95;14/03/2026
REST1170-CALÇA FEMININA CINTURA ALTA SLOUCHY - CF201;DENIN-DENIN;38;1;159,9;159,9;0;38,22;121,68;14/03/2026
REST1199.2-CALÇA RETA COM CÓS ELÁSTICO;17-0535-Green Olive TC;G;1;159,9;159,9;0;0;159,9;14/03/2026
REST1211.2-CALÇA DE ALFAIATARIA EM LAISE;18-0317-Bronze Green TC;G;1;259,9;259,9;0;0;259,9;14/03/2026
REST1249.1-REGATA COM SOBREPOSIÇAO DE ALFAIATARIA;11-0602-Snow White TC;P;1;129,9;129,9;0;0;129,9;14/03/2026
REST1253.1-BLUSA UM OMBRO SÓ;18-1664-Fiery Red TC;P;1;109,9;109,9;0;0;109,9;14/03/2026
REST1257-CAMISA COM BOLSO;11-4300-Marshmallow TC;P;1;179,9;179,9;0;44,95;134,95;14/03/2026
REST1286-VESTIDO MIDI C/ ALÇAS;18-0426-Capulet Olive TC;G;1;179,9;179,9;0;0;179,9;14/03/2026
REST1322-CAMISA LISTRAS;14-0115-Foam Green TC;P;1;159;159;0;27,89;131,11;14/03/2026
REST1441-CALÇA JEANS CROPPED;1-Padrão;34;1;199,9;199,9;0;0;199,9;14/03/2026
REST1443-CALÇA RETA CF207;1-Padrão;36;1;199,9;199,9;0;0;199,9;14/03/2026
REST1494-VESTIDO DE ALÇA MIDI;ESTAMPADO-ESTAMPADO;P;1;159,9;159,9;0;0;159,9;14/03/2026
REST1495.2-CALÇA WIDE COM CÓS DE ELÁSTICO;19-1116-Olive Brown TC;GG;1;129,9;129,9;0;0;129,9;14/03/2026
REST1495.3-COLETE JUSTO COM VISTA FUNCIONAL;19-1116-Olive Brown TC;M;1;99,9;99,9;0;0;99,9;14/03/2026
REST1502.1-REGATA COM DETALHE EM BABADOS;12-0703-Seedpearl TC;P;1;119,9;119,9;0;0;119,9;14/03/2026
REST1502.2 -CALÇA ``ALADIM`` COM DETALHE EM AMARRAÇÃO;12-0703-Seedpearl TC;P;1;159,9;159,9;0;0;159,9;14/03/2026
REST1507-BLUSA DE RENDA MANGA CURTA;16-1210-Light Taupe TC;P;1;79,9;79,9;0;20,55;59,35;14/03/2026
REST1507-BLUSA DE RENDA MANGA CURTA;16-1210-Light Taupe TC;M;1;79,9;79,9;0;19,1;60,8;14/03/2026
REST1509.1-REGATA JUSTA PONTA ASSIMETRICA RENDA;19-0000-Raven TC;P;1;79,9;79,9;0;0;79,9;14/03/2026
REST1509.1-REGATA JUSTA PONTA ASSIMETRICA RENDA;19-0000-Raven TC;M;1;79,9;79,9;0;49,68;30,22;14/03/2026
REST1523.1-BLUSA MANGA CURTA MALHA CANELADA;16-1414-Chanterelle TC;P;1;99,9;99,9;0;41,19;58,71;14/03/2026
REST1523.1-BLUSA MANGA CURTA MALHA CANELADA;18-0430-Avocado TC;G;1;99,9;99,9;0;0;99,9;14/03/2026
REST1523.2-CALÇA RETA MALHA CANELADA;16-1414-Chanterelle TC;P;1;129,9;129,9;0;53,56;76,34;14/03/2026
REST1523.2-CALÇA RETA MALHA CANELADA;18-0430-Avocado TC;G;1;129,9;129,9;0;0;129,9;14/03/2026
REST1526-BLUSA C/ FRANZIDOS NO OMBRO;13-1010-Gray Sand TC;G;1;109,9;109,9;0;0;109,9;14/03/2026
REST1530-MACACAO AMPLO C/ PESP;18-1137-Rawhide TC;P;1;229,9;229,9;0;0;229,9;14/03/2026
REST1539-VESTIDO BICOLOR ALÇAS FINAS;19-0000-Raven TC;M;2;199,9;399,8;0;62,21;337,59;14/03/2026
REST1539-VESTIDO BICOLOR ALÇAS FINAS;19-0000-Raven TC;G;1;199,9;199,9;0;82,42;117,48;14/03/2026
REST1550.2-CALÇA RETA COM BOLSO FACA;19-1320-Sable TC;P;1;198,9;198,9;0;0;198,9;14/03/2026
REST1552.1-BLUSA DECOTE DEGAGE COM AMARRAÇÃO;19-1524-Oxblood Red TC;P;1;126,9;126,9;0;0;126,9;14/03/2026
REST1552.1-BLUSA DECOTE DEGAGE COM AMARRAÇÃO;19-3928-Blue Indigo TC;P;1;126,9;126,9;0;0;126,9;14/03/2026
REST1552.2-CALÇA RETA CÓS ELÁSTICO E AMARRAÇÃO;19-1524-Oxblood Red TC;M;1;169,9;169,9;0;0;169,9;14/03/2026
REST1552.2-CALÇA RETA CÓS ELÁSTICO E AMARRAÇÃO;19-3928-Blue Indigo TC;P;1;169,9;169,9;0;0;169,9;14/03/2026
REST1555-REGATA BASICA ESTAMPADA;19-0000-Raven TC;P;1;86,9;86,9;0;0;86,9;14/03/2026
REST1556-CALÇA COM ESTAMPA LATERAL;19-0000-Raven TC;P;1;169,9;169,9;0;0;169,9;14/03/2026
REST1564.1-TOP TOMARA-QUE-CAIA;18-0937-Bronze Brown TC;M;1;119,9;119,9;0;0;119,9;14/03/2026
REST1564.2-CALÇA BÁSICA ALFAIATARIA;18-0937-Bronze Brown TC;PP;1;149,9;149,9;0;0;149,9;14/03/2026
REST1570-CALÇA COM PREGAS E BOLSOS CT;19-3905-Rabbit TC;P;1;179,9;179,9;0;0;179,9;14/03/2026
REST1591-CAMISA MANGA LONGA COM GRAVATA;18-3937-Blue Yonder TC;P;1;198,9;198,9;0;0;198,9;14/03/2026
REST1675-BRACELETE METAL 3010585 R$ 69,90;1-Padrão;Padrão;1;69,9;69,9;0;0;69,9;14/03/2026
REST1677-BRACELETE METAL 3011094 R$ 59,90;1-Padrão;Padrão;1;59,9;59,9;0;14,75;45,15;14/03/2026
REST0643-MACACÃO COM PREGAS;16-1526-Terra Cotta TC;M;1;129,9;129,9;0;25,13;104,77;16/03/2026
REST0660.2-CALÇA UTILITÁRIA;13-1009-Biscotti TC;P;1;159,9;159,9;0;63,66;96,24;16/03/2026
REST0912.2-CALÇA RETA;18-1244-Ginger Bread TC;M;1;179,9;179,9;0;57,83;122,07;16/03/2026
REST0926-CALÇA COM FIVELA;18-1229-Carob Brown TC;P;1;199,9;199,9;0;99,95;99,95;16/03/2026
REST0938-VESTIDO LONGO COM BABADO ESTAMPADO RECON.REST0872;19-1650-Biking Red TC;G;1;259,9;259,9;0;129,95;129,95;16/03/2026
REST0979-VESTIDO LONGO ESTAMPADO;1-Padrão;M;1;303,9;303,9;0;182,71;121,19;16/03/2026
REST0989-CINTO MZD24327;17-1224-Camel TC;Padrão;1;39,9;39,9;0;2,82;37,08;16/03/2026
REST1082-VESTIDO UM OMBRO SÓ COM BABADOS;11-0602-Snow White TC;M;1;215,9;215,9;0;129,8;86,1;16/03/2026
REST1089-SAIA COM RECORTE ASSIMETRICO;17-1227-Cafe ?au ?lait TC;M;1;135,9;135,9;0;88,01;47,89;16/03/2026
REST1111-VESTIDO C/ BABADOS;18-0930-Coffee Lique?r TC;P;1;207,9;207,9;0;134,64;73,26;16/03/2026
REST1150.1-CAMISA BÁSICA;17-1227-Cafe ?au ?lait TC;M;1;159,9;159,9;0;0;159,9;16/03/2026
REST1171-CALÇA FEMININA CINTURA ALTA BALOOM - CF203;DENIN-DENIN;38;0;0;0;0;0;0;16/03/2026
REST1201-VESTIDO MIDI DE ALÇA;19-0000-Raven TC;M;1;159,9;159,9;0;79,13;80,77;16/03/2026
REST1300.2-CALÇA RETA POÁ;19-0000-Raven TC;M;1;169,9;169,9;0;0;169,9;16/03/2026
REST1441-CALÇA JEANS CROPPED;1-Padrão;38;2;199,9;399,8;0;38,68;361,12;16/03/2026
REST1442-CALÇA JEANS BALLOON;1-Padrão;36;1;199,9;199,9;0;128,8;71,1;16/03/2026
REST1502.1-REGATA COM DETALHE EM BABADOS;12-0703-Seedpearl TC;P;1;119,9;119,9;0;0;119,9;16/03/2026
REST1502.2 -CALÇA ``ALADIM`` COM DETALHE EM AMARRAÇÃO;12-0703-Seedpearl TC;P;1;159,9;159,9;0;0;159,9;16/03/2026
REST1512.1-BLUSA MANGA CURTA COM DECOTE V;19-0915-Coffee Bean;P;1;139,9;139,9;0;0;139,9;16/03/2026
REST1512.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO;19-0915-Coffee Bean;P;1;139,9;139,9;0;0;139,9;16/03/2026
REST1550.1-CAMISA MANGA CURTA LISA;19-1320-Sable TC;P;-1;0;-159,9;0;0;-159,9;16/03/2026
REST1550.1-CAMISA MANGA CURTA LISA;19-1320-Sable TC;M;1;159,9;159,9;0;0;159,9;16/03/2026
REST1567-BLUSA COM PONTA;19-0000-Raven TC;PP;1;159,9;159,9;0;0;159,9;16/03/2026
REST1571-VESTIDO CHEMISE COM MARIAS;19-1724-Cabernet;M;1;199,9;199,9;0;14,11;185,79;16/03/2026
REST3002S-BOLSA PRESENTE PAPEL CORES;1-Padrão;Padrão;1;5,9;5,9;0;1,14;4,76;16/03/2026
RIT2866-VESTIDO MIDI RECONDUÇÃO REST0620;19-0000-Raven TC;PP;1;79,9;79,9;0;51,75;28,15;16/03/2026
RIT2904-VESTIDO MEIA VISTA RECONDUÇÃO REST0647;SI24R005-SI24R005 ASTRO 64 ALT;P;1;89,9;89,9;0;35,79;54,11;16/03/2026
RIT2922.1-CAMISA RECONDUÇÃO REST0600.1;CI24C003-XADREZ RUPRE V3;P;1;79,9;79,9;0;31,81;48,09;16/03/2026
REST0177-VESTIDO TRANSPASSADO;14-1159-Zinnia TC;M;1;139,9;139,9;0;69,95;69,95;17/03/2026
REST0794.2-BERMUDA COM PREGAS ;15-0318-Sage Green TC;P;1;119,9;119,9;0;17,54;102,36;17/03/2026
REST0921.1-CAMISA ALONGADA DE MALHA;19-4118-Dark Denim TC;M;1;149,9;149,9;0;50,9;99;17/03/2026
REST0992-CINTO MZD24280;19-0000-Raven TC;Padrão;1;39,9;39,9;0;0;39,9;17/03/2026
REST1028-BATA BABADOS;19-1223-Downtown Brown;P;1;159,9;159,9;0;0;159,9;17/03/2026
REST1058.2-CALÇA C/ CÓS DE ELÁSTICO;19-4118-Dark Denim TC;G;1;145,9;145,9;0;49,54;96,36;17/03/2026
REST1061-BLAZER TRANSPASSADO RECONDUÇÃO REST0890.1;19-0000-Raven TC;PP;1;279,9;279,9;0;80,67;199,23;17/03/2026
REST1091-COLETE CURTO COM BOTOES;19-0000-Raven TC;M;2;179,9;359,8;0;74,33;285,47;17/03/2026
REST1171-CALÇA FEMININA CINTURA ALTA BALOOM - CF203;DENIN-DENIN;40;1;149,9;149,9;0;0;149,9;17/03/2026
REST1174-BERMUDÃO CINTURA ALTA CLARO - CF242;DENIN-DENIN;38;1;139,9;139,9;0;21,82;118,08;17/03/2026
REST1175-CALÇA FEMININA CINTURA ALTA TRANSPASSADA - CF244;DENIN-DENIN;40;1;169,9;169,9;0;0;169,9;17/03/2026
REST1237-CINTO COM FIVELA DE TRANSPASSE;17-1224-Camel TC;Padrão;1;39,9;39,9;0;4,51;35,39;17/03/2026
REST1307-VESTIDO AMPLO COM FRANZIDOS;19-1223-Downtown Brown;P;1;169,9;169,9;0;0;169,9;17/03/2026
REST1311-COLAR 49,90;1-Padrão;U;1;49,9;49,9;0;0;49,9;17/03/2026
REST1441-CALÇA JEANS CROPPED;1-Padrão;38;1;199,9;199,9;0;29,25;170,65;17/03/2026
REST1495.1-BLUSA COM DETALHEM EM FRANZIDO LATERAL;19-0000-Raven TC;M;1;79,9;79,9;0;0;79,9;17/03/2026
REST1495.1-BLUSA COM DETALHEM EM FRANZIDO LATERAL;19-1116-Olive Brown TC;M;1;79,9;79,9;0;0;79,9;17/03/2026
REST1496-CALÇA ALADIM;19-0000-Raven TC;P;1;169,9;169,9;0;0;169,9;17/03/2026
REST1500.1-BLAZER OVER;19-0512-Ivy Green TC;M;1;259,9;259,9;0;29,39;230,51;17/03/2026
REST1500.2-CALÇA RETA C/ PREGAS;18-3922-Coronet Blue TC;P;1;159,9;159,9;0;0;159,9;17/03/2026
REST1500.2-CALÇA RETA C/ PREGAS;19-0512-Ivy Green TC;G;1;159,9;159,9;0;18,08;141,82;17/03/2026
REST1505-BLUSA TORCIDO FRENTE;19-0414-Forest Night TC;M;1;99,9;99,9;0;0;99,9;17/03/2026
REST1507-BLUSA DE RENDA MANGA CURTA;16-1210-Light Taupe TC;M;1;79,9;79,9;0;0;79,9;17/03/2026
REST1509.2-SAIA MIDI RENDA;19-0000-Raven TC;P;1;169,9;169,9;0;0;169,9;17/03/2026
REST1512.1-BLUSA MANGA CURTA COM DECOTE V;19-0915-Coffee Bean;G;1;139,9;139,9;0;0;139,9;17/03/2026
REST1512.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO;19-0915-Coffee Bean;M;1;139,9;139,9;0;0;139,9;17/03/2026
REST1520-REGATA LISTRA MALHA CANELADA;16-1414-Chanterelle TC;M;1;69,9;69,9;0;7,9;62;17/03/2026
REST1523.1-BLUSA MANGA CURTA MALHA CANELADA;18-0430-Avocado TC;P;1;99,9;99,9;0;0;99,9;17/03/2026
REST1523.1-BLUSA MANGA CURTA MALHA CANELADA;18-0430-Avocado TC;M;1;99,9;99,9;0;0;99,9;17/03/2026
REST1523.2-CALÇA RETA MALHA CANELADA;18-0430-Avocado TC;G;2;129,9;259,8;0;0;259,8;17/03/2026
REST1526-BLUSA C/ FRANZIDOS NO OMBRO;13-1420-Verde;M;1;109,9;109,9;0;12,43;97,47;17/03/2026
REST1541-VESTIDO MIDI CACHECOUER;15-1308-Doeskin TC;M;1;169,9;169,9;0;43,69;126,21;17/03/2026
REST1541-VESTIDO MIDI CACHECOUER;17-5912-Dark Ivy TC;GG;-1;0;-169,9;0;0;-169,9;17/03/2026
REST1544.2-SAIA MIDI CÓS ELÁSTICO;18-3922-Coronet Blue TC;M;-1;0;-149,9;0;0;-149,9;17/03/2026
REST1548-BLUSA COM BABADO NA BARRA;17-1312-Silver Mink TC;G;1;99,9;99,9;0;0;99,9;17/03/2026
REST1554-TSHIRT ESTAMPADA MANGA CURTA;19-0000-Raven TC;P;1;109,9;109,9;0;0;109,9;17/03/2026
REST1555-REGATA BASICA ESTAMPADA;19-0000-Raven TC;P;1;86,9;86,9;0;13,56;73,34;17/03/2026
REST1556-CALÇA COM ESTAMPA LATERAL;19-0000-Raven TC;P;1;169,9;169,9;0;26,5;143,4;17/03/2026
REST1561-LENÇO LISTRAS ASSIMETRICAS 90X90;1-Padrão;Padrão;1;69,9;69,9;0;23,73;46,17;17/03/2026
REST1563-LENÇO CONCHAS 90X90;1-Padrão;Padrão;1;69,9;69,9;0;23,73;46,17;17/03/2026
REST1570-CALÇA COM PREGAS E BOLSOS CT;19-3905-Rabbit TC;G;1;179,9;179,9;0;20,34;159,56;17/03/2026
REST1587.1-BLUSA GOLA DEGAGÊ;19-1535-VINHO (Syrah TCX);P;-1;0;-99,9;0;0;-99,9;17/03/2026
REST1587.2-CALÇA COM AMARRAÇÃO;19-1535-VINHO (Syrah TCX);P;-1;0;-139,9;0;0;-139,9;17/03/2026
REST1592-REGATA DE ALÇAS COM RENDA;RST0022-E-RSV26R027 LISTRINHA OFF V6 - SPOT BRANCO - IN2 W100;PP;1;129,9;129,9;0;0;129,9;17/03/2026
REST0889-VESTIDO CHEMISE C/ BOLSOS;19-0000-Raven TC;M;1;229,9;229,9;0;69,58;160,32;18/03/2026
REST0992-CINTO MZD24280;19-0000-Raven TC;Padrão;1;39,9;39,9;0;0;39,9;18/03/2026
REST1028-BATA BABADOS;11-0602-Snow White TC;PP;1;159,9;159,9;0;37,12;122,78;18/03/2026
REST1073.2-BERMULA ALONGADA;19-0000-Raven TC;P;1;179,9;179,9;0;89,95;89,95;18/03/2026
REST1129.1-BLUSA VIVOS;18-1130-Aztec TC;PP;1;99,9;99,9;0;23,19;76,71;18/03/2026
REST1129.2-CALÇA ELASTICO;18-1130-Aztec TC;PP;1;159,9;159,9;0;37,12;122,78;18/03/2026
REST1129.2-CALÇA ELASTICO;18-1763-High Risk Red TC;G;1;159,9;159,9;0;79,95;79,95;18/03/2026
REST1165.1-CAMISA COM DETALHE DE BOTÕES;18-3949-Dazzling Blue TC;M;1;199,9;199,9;0;41,37;158,53;18/03/2026
REST1172-CALÇA FEMININA CINTURA ALTA RETA - CF238;19-0000-Raven TC;36;1;169,9;169,9;0;0;169,9;18/03/2026
REST1289-TOP COM PREGA DE LAISE;12-0000-White Swan TC;M;1;159,9;159,9;0;0;159,9;18/03/2026
REST1292.2-CALÇA DE LAISE RETA;12-0000-White Swan TC;M;1;229,9;229,9;0;0;229,9;18/03/2026
REST1307-VESTIDO AMPLO COM FRANZIDOS;19-1223-Downtown Brown;P;1;169,9;169,9;0;0;169,9;18/03/2026
REST1495.1-BLUSA COM DETALHEM EM FRANZIDO LATERAL;19-1116-Olive Brown TC;G;1;79,9;79,9;0;0;79,9;18/03/2026
REST1498-REGATA COM RENDA;19-0000-Raven TC;M;1;119,9;119,9;0;0;119,9;18/03/2026
REST1499-CALÇA ALADIM;19-1235-Brunette TC;P;1;189,9;189,9;0;0;189,9;18/03/2026
REST1505-BLUSA TORCIDO FRENTE;19-2524-Dark Purple TC;G;1;99,9;99,9;0;0;99,9;18/03/2026
REST1506-BLUSA DE RENDA MANGA LONGA;19-0000-Raven TC;M;1;99,9;99,9;0;0;99,9;18/03/2026
REST1507-BLUSA DE RENDA MANGA CURTA;19-0000-Raven TC;M;1;79,9;79,9;0;0;79,9;18/03/2026
REST1512.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO;19-0915-Coffee Bean;P;1;139,9;139,9;0;0;139,9;18/03/2026
REST1517-BOLSA HOBO BAG DE PALHA;12-0000-White Swan TC;Padrão;1;89,9;89,9;0;0;89,9;18/03/2026
REST1526-BLUSA C/ FRANZIDOS NO OMBRO;19-0000-Raven TC;PP;1;109,9;109,9;0;37,69;72,21;18/03/2026
REST1536.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO;14-3207-Pink Lavender TC;P;1;139,9;139,9;0;32,48;107,43;18/03/2026
REST1544.1-COLETE AMARRAÇÃO COSTAS;19-0000-Raven TC;M;1;149,9;149,9;0;0;149,9;18/03/2026
REST1544.2-SAIA MIDI CÓS ELÁSTICO;19-0000-Raven TC;P;1;149,9;149,9;0;0;149,9;18/03/2026
REST1546-CALÇA COM ELÁSTICO NA BARRA;16-0928-Curry TC;P;1;179,9;179,9;0;0;179,9;18/03/2026
REST1548-BLUSA COM BABADO NA BARRA;17-1312-Silver Mink TC;G;-1;0;-99,9;0;0;-99,9;18/03/2026
REST1548-BLUSA COM BABADO NA BARRA;17-1312-Silver Mink TC;GG;1;99,9;99,9;0;0;99,9;18/03/2026
REST1552.1-BLUSA DECOTE DEGAGE COM AMARRAÇÃO;19-1524-Oxblood Red TC;P;1;126,9;126,9;0;0;126,9;18/03/2026
REST1552.2-CALÇA RETA CÓS ELÁSTICO E AMARRAÇÃO;19-3928-Blue Indigo TC;P;1;169,9;169,9;0;0;169,9;18/03/2026
REST1558-BLUSA ALONGADA ASSIMÉTRICA;11-4300-Marshmallow TC;P;1;119,9;119,9;0;0;119,9;18/03/2026
REST1566-BLUSA POLO DE LISTRAS;19-2118-Winetasting TC;P;1;149,9;149,9;0;45,37;104,53;18/03/2026
REST1570-CALÇA COM PREGAS E BOLSOS CT;19-1432-Chocolate Fondant;P;1;179,9;179,9;0;61,7;118,2;18/03/2026
REST0425.1-BLUSA ALONGADA (REST0425);16-0228-Jade Green TC;M;1;109,9;109,9;0;30,53;79,37;19/03/2026
REST0425.2-CALÇA PANTALONA C/ CÓS ELASTICO COSTAS (REST0423);16-0228-Jade Green TC;P;1;139,9;139,9;0;38,86;101,04;19/03/2026
REST0445.1-BLAZER ALFAIATARIA (REST0445);18-5806-CINZA (Ageve Green TCX);GG;1;169,9;169,9;0;76,64;93,26;19/03/2026
REST0462.2-CALÇA COM ACESSORIO (REST0463);17-1537-Mineral Red TC;G;1;179,9;179,9;0;81,15;98,75;19/03/2026
REST0699.2-CALÇA COM CÓS DE ELASTICO;19-1528-Windsor Wine TC;G;1;119,9;119,9;0;54,09;65,81;19/03/2026
REST0813-CAMISA COM PREGAS NAS COSTAS;19-2312-Crushed Violets TC;G;1;129,9;129,9;0;58,6;71,3;19/03/2026
REST0972-VESTIDO CURTO DE ALÇAS;19-0000-Raven TC;M;1;139,9;139,9;0;83,14;56,76;19/03/2026
REST0995.2-SAIA SLIP;19-0000-Raven TC;M;1;109,9;109,9;0;65,31;44,59;19/03/2026
REST1001.1-BLUSA MANGA LONGA RECOND. REST0699.1;19-1557-Chili Pepper TC;G;1;99,9;99,9;0;45,07;54,83;19/03/2026
REST1001.2-CALÇA C/ CÓS DE ELÁSTICO RECOND. REST0699.2;19-1557-Chili Pepper TC;G;1;129,9;129,9;0;58,6;71,3;19/03/2026
REST1004-BLUSA MANGA LONGA;19-0000-Raven TC;PP;1;69,9;69,9;0;38,45;31,45;19/03/2026
REST1010-CAMISA C/ BOTÕES DIFERENCIADOS;17-1224-Camel TC;M;1;169,9;169,9;0;24,91;144,99;19/03/2026
REST1018-LEGGING MALHA DE PÉ;19-0000-Raven TC;PP;1;109,9;109,9;0;28,78;81,12;19/03/2026
REST1028-BATA BABADOS;11-0602-Snow White TC;P;1;159,9;159,9;0;0;159,9;19/03/2026
REST1028-BATA BABADOS;11-0602-Snow White TC;M;1;159,9;159,9;0;0;159,9;19/03/2026
REST1062-CALÇA WIDE COM PREGA  RECONDUÇÃO REST0808.2;14-1209-Smoke Gray TC;G;1;159,9;159,9;0;51,14;108,76;19/03/2026
REST1077.1-BLAZER COM BOLSO;19-0000-Raven TC;G;1;269,9;269,9;0;134,95;134,95;19/03/2026
REST1097.1-BLAZER ALFAIATARIA COM BOLSOS;19-0000-Raven TC;M;1;279,9;279,9;0;103,14;176,76;19/03/2026
REST1170-CALÇA FEMININA CINTURA ALTA SLOUCHY - CF201;DENIN-DENIN;40;1;159,9;159,9;0;0;159,9;19/03/2026
REST1257-CAMISA COM BOLSO;19-0000-Raven TC;GG;1;179,9;179,9;0;0;179,9;19/03/2026
REST1307-VESTIDO AMPLO COM FRANZIDOS;19-1223-Downtown Brown;G;1;169,9;169,9;0;0;169,9;19/03/2026
REST1397-COLAR BUZIO C - 2028864 59,9;1-Padrão;Padrão;1;59,9;59,9;0;0;59,9;19/03/2026
REST1496-CALÇA ALADIM;19-0000-Raven TC;P;1;169,9;169,9;0;0;169,9;19/03/2026
REST1505-BLUSA TORCIDO FRENTE;19-0414-Forest Night TC;GG;1;99,9;99,9;0;0;99,9;19/03/2026
REST1512.1-BLUSA MANGA CURTA COM DECOTE V;19-0915-Coffee Bean;PP;1;139,9;139,9;0;0;139,9;19/03/2026
REST1512.1-BLUSA MANGA CURTA COM DECOTE V;19-0915-Coffee Bean;M;1;139,9;139,9;0;0;139,9;19/03/2026
REST1512.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO;19-0915-Coffee Bean;P;1;139,9;139,9;0;0;139,9;19/03/2026
REST1512.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO;19-0915-Coffee Bean;M;1;139,9;139,9;0;0;139,9;19/03/2026
REST1512.2-CALÇA BÁSICA COM CÓS DE ELÁSTICO;19-0915-Coffee Bean;GG;1;139,9;139,9;0;0;139,9;19/03/2026
REST1526-BLUSA C/ FRANZIDOS NO OMBRO;19-0000-Raven TC;GG;1;109,9;109,9;0;0;109,9;19/03/2026
REST1541-VESTIDO MIDI CACHECOUER;17-5912-Dark Ivy TC;M;1;169,9;169,9;0;0;169,9;19/03/2026
REST1544.1-COLETE AMARRAÇÃO COSTAS;19-0000-Raven TC;P;1;149,9;149,9;0;0;149,9;19/03/2026
REST1544.2-SAIA MIDI CÓS ELÁSTICO;19-0000-Raven TC;P;1;149,9;149,9;0;0;149,9;19/03/2026
REST1550.2-CALÇA RETA COM BOLSO FACA;11-0602-Snow White TC;PP;1;198,9;198,9;0;0;198,9;19/03/2026
REST1554-TSHIRT ESTAMPADA MANGA CURTA;19-0912-Chocolate Brown TC;P;1;109,9;109,9;0;0;109,9;19/03/2026
REST1571-VESTIDO CHEMISE COM MARIAS;19-0000-Raven TC;M;1;199,9;199,9;0;0;199,9;19/03/2026
REST0842-JAQUETA DE COURO;19-1724-Cabernet;M;1;199,9;199,9;0;46,67;153,23;20/03/2026
REST0981-SHORT SAIA CURTO;19-0000-Raven TC;P;1;149,9;149,9;0;98,3;51,6;20/03/2026
REST1118-REGATA C/ RENDA NO DECOTE;17-1221-MARROM (Macchiato TCX);GG;1;89,9;89,9;0;56,47;33,43;20/03/2026
REST1118-REGATA C/ RENDA NO DECOTE;19-3923-Navy Blazer;GG;1;89,9;89,9;0;56,47;33,43;20/03/2026
REST1125-VESTIDO OMBRO SÓ;19-4052-Classic Blue TC;P;1;199,9;199,9;0;99,95;99,95;20/03/2026
REST1137-CAMISA MANGA LONGA LISTRADA;14-1714-Quartz Pink TC;GG;1;169,9;169,9;0;30,15;139,75;20/03/2026
REST1152-COLETE COM BOLSOS;17-1463-Tangerine Tango ;P;1;219,9;219,9;0;0;219,9;20/03/2026
REST1161.2-CALÇA DE ALFAIATARIA;17-1463-Tangerine Tango ;P;1;179,9;179,9;0;0;179,9;20/03/2026
REST1169-VESTIDO LONGO COM DETALHE EM PESPONTOS;19-0403-MARROM RAÍZES;GG;1;279,9;279,9;0;0;279,9;20/03/2026
REST1244.1-BLUSA MANGA CURTA;19-4052-Classic Blue TC;G;1;89,9;89,9;0;0;89,9;20/03/2026
